replicate,species,tip_id,state,ovules,log_ovules,pollen_production,pollen_eff,psi,alpha,K,logK,omega,pollen_selection_Sz,sweep_count,filter_F
0,sp_012,12,few,28.349057726898923,3.3445937924749725,1266.9880954536566,25.339761909073133,0.02,0.6,0.8938484711973185,-0.11221901347958835,0.08121382725745271,0.0,0,0.7681923227025916
0,sp_013,13,many,135.3033232068879,4.907519096640724,5910.849493859058,118.21698987718116,0.02,0.6,0.8737183025166309,-0.13499726361247022,0.06402589181806721,0.0,0,0.9110335852876615
0,sp_014,14,few,27.350628755547042,3.3087395178376373,2080.774427702541,41.61548855405082,0.02,0.6,1.5215550957164263,0.41973290114614903,0.2989052265515721,0.5592407228254367,2,1.040563485836475
0,sp_015,15,few,44.78888576392171,3.8019600230158623,1707.0268644278372,34.14053728855674,0.02,0.6,0.7622546689039893,-0.27147456797150926,0.04656053172269202,0.0,0,0.7273200454665756
0,sp_016,16,few,19.63026211336339,2.977072360892213,793.0160060789057,15.860320121578114,0.02,0.6,0.8079525392980428,-0.21325196067873578,0.07287831908038049,0.0,0,0.7943716929582411
0,sp_017,17,many,286.7009231411109,5.658439592769424,9826.990643211546,196.53981286423092,0.02,0.6,0.6855220789348359,-0.3775745719866554,0.02885566031790277,0.0,0,0.7987038087251126
0,sp_018,18,few,24.204959494919503,3.186557549972348,2033.809023528357,40.67618047056714,0.02,0.6,1.6804895079086937,0.5190851247292537,0.3210124821601087,0.6512928428912855,1,1.0333824780604848
0,sp_019,19,few,28.969774444901663,3.366253025934645,3170.5849835331205,63.411699670662415,0.02,0.6,2.188891728904093,0.7833953558757567,0.45840144812646283,0.8681290457865103,3,1.0530142369659874
0,sp_020,20,few,48.5994812060887,3.883612856077635,3489.4324277721976,69.78864855544396,0.02,0.6,1.4359957518785327,0.3618585123197992,0.22971989956862088,0.5019834412972062,0,0.8845543966006765
0,sp_021,21,few,45.15434302403731,3.8100864662455143,2335.4899409454183,46.70979881890837,0.02,0.6,1.0344475346268027,0.033867501235214315,0.11859334971029428,0.07672665545798317,0,0.9382878350657338
0,sp_022,22,few,33.11030090102209,3.499844439437585,1671.4570649579623,33.42914129915925,0.02,0.6,1.009629643629343,0.009583574130244552,0.1251016885971034,0.02581909407135349,0,0.918003170697885
0,sp_023,23,few,27.321606313511374,3.307677829222744,1242.7441213915006,24.854882427830013,0.02,0.6,0.9097152686640723,-0.09462362000996688,0.07970974762784976,0.0,0,0.7923811491853182
0,sp_024,24,many,255.44024960059247,5.542988525545857,8368.846832671275,167.3769366534255,0.02,0.6,0.6552488768513843,-0.4227401508565736,0.023256643985780884,0.0,0,0.6269865152239725
0,sp_025,25,few,30.024998767892008,3.4020303269299768,2720.1325629027515,54.40265125805503,0.02,0.6,1.8119118564704784,0.5943825621056481,0.35539706543551075,0.7167219189851077,2,0.9400803654698753
0,sp_026,26,few,47.34674202879886,3.8574980111148642,3506.5003705131635,70.13000741026327,0.02,0.6,1.481200277045597,0.3928527570986189,0.2815172584437207,0.5330193892762171,0,1.0191313209566306
0,sp_027,27,few,38.28341868489356,3.645016869934958,3003.554227462306,60.071084549246116,0.02,0.6,1.569114948789823,0.4505117335210125,0.304191449519437,0.5885359463849188,3,1.0527366746225684
0,sp_028,28,few,34.624641039255664,3.5445655973564545,2134.1163566594887,42.68232713318977,0.02,0.6,1.2327153683643597,0.20921935273568387,0.18259873987737046,0.33319544685347446,0,0.9562069614746777
0,sp_029,29,few,22.651400537480573,3.120221683901759,1503.9280924482794,30.078561848965588,0.02,0.6,1.3278897169822026,0.2835910031647491,0.2212187748309235,0.4191987015770207,1,0.99909989700815
0,sp_030,30,few,27.099958169950355,3.2995321843401966,3661.9807633125693,73.23961526625139,0.02,0.6,2.7025730005540285,0.9942042823973104,0.5406302420101506,1.020423802103248,1,1.2281915637752705
0,sp_031,31,few,45.710858919144776,3.822335882785024,5210.865936124454,104.21731872248907,0.02,0.6,2.279924752821488,0.8241424392732634,0.46384202856341517,0.8987683432365493,5,1.172806490728795
0,sp_032,32,few,38.85013676796345,3.6597115972183594,2533.238409929967,50.66476819859934,0.02,0.6,1.3041078465489073,0.2655191644933114,0.2188140406555825,0.39904387251995577,0,0.9720315263008649
0,sp_033,33,few,34.27223196797512,3.534335462682416,1712.6910873124652,34.25382174624931,0.02,0.6,0.9994628239636388,-0.0005373203670978413,0.11722693781781746,0.0,0,0.9152388210329486
0,sp_034,34,few,17.59334841759937,2.867520899792038,1811.793022249828,36.23586044499656,0.02,0.6,2.059634106305102,0.7225283487269974,0.4237188759920517,0.8211340652382104,4,1.2317883299972712
0,sp_035,35,few,34.82861625202868,3.550439354964782,2332.4489399222525,46.64897879844505,0.02,0.6,1.3393865108186107,0.2922116813803926,0.2359621357836182,0.4286636051135808,0,0.9969143522501891
0,sp_036,36,many,343.88897217151793,5.840318849961337,11603.367596130158,232.06735192260317,0.02,0.6,0.6748322008036284,-0.3932912104156036,0.02256731691715843,0.0,0,0.7700573774933864
0,sp_037,37,few,42.184271813221294,3.7420474457220427,4719.1447496036735,94.38289499207347,0.02,0.6,2.237395383046347,0.8053124138933655,0.45288071280382997,0.8846876708924016,4,1.230050187602794
0,sp_038,38,few,45.34532635942533,3.8143071141263674,2273.29622906421,45.4659245812842,0.02,0.6,1.0026595513042063,0.0026560209556797778,0.11821298892536633,0.008209260791959312,0,0.9398644400582347
0,sp_039,39,few,19.378172576355183,2.9641473077109146,1614.4549799737933,32.28909959947587,0.02,0.6,1.6662613294544766,0.5105823918601948,0.35408556702562294,0.6436859629428462,2,1.109185297813497
0,sp_040,40,few,15.787355917529311,2.759209361271025,1550.7155406923018,31.014310813846038,0.02,0.6,1.9645031743035355,0.6752393758478719,0.41031306911023935,0.7835223999289882,4,0.9881889328713623
0,sp_041,41,few,33.029228935095375,3.497392894749208,2985.388781677899,59.70777563355798,0.02,0.6,1.8077253862295035,0.5920693622864135,0.3672444821907422,0.7147607231975894,1,1.0354296488468546
0,sp_042,42,few,47.582345828279045,3.8624618064816416,2413.270082719312,48.265401654386245,0.02,0.6,1.0143552364688428,0.014253175640443212,0.11936316649108929,0.03653780340324164,0,0.9033177178027865
0,sp_043,43,few,34.703005657340334,3.546826301568816,2149.4486929468303,42.98897385893661,0.02,0.6,1.2387680272830672,0.21411735935783852,0.17925223589757533,0.3391281549050368,0,0.9685880064385703
0,sp_044,44,few,45.999034649454515,3.828620410387465,1792.504706006361,35.85009412012722,0.02,0.6,0.7793662278639222,-0.2492742179581905,0.038573814483576566,0.0,0,0.7161652649343906
0,sp_045,45,many,148.79234580155008,5.002551681570223,6905.131987597727,138.10263975195454,0.02,0.6,0.9281568820492097,-0.07455450655160424,0.08377444247523337,0.0,0,0.8443289474518287
0,sp_046,46,few,66.99040900089295,4.204549459903732,2863.416015104193,57.26832030208386,0.02,0.6,0.8548734237660871,-0.15680186338357693,0.0740103447245991,0.0,0,0.8922267576256908
0,sp_047,47,few,38.2423426227657,3.643943347362407,1619.9506636983228,32.39901327396646,0.02,0.6,0.8472026306955187,-0.16581537953507922,0.0621982057164837,0.0,0,0.7009010030623312
0,sp_048,48,few,32.75018205051388,3.488908520860128,5429.734891180237,108.59469782360475,0.02,0.6,3.3158502037059914,1.1987140624607615,0.6051387182992541,1.1556351531692002,3,1.199827599313937
0,sp_049,49,few,26.26014562900493,3.2680524145182575,1956.0215713089133,39.120431426178264,0.02,0.6,1.4897263700993666,0.3985924588640886,0.26046456665532725,0.5386707027877076,3,1.1674335035215049
